date,store_id,store_profile,sku_id,price_tier,mrp_inr,units_sold,revenue_inr,is_festive_day,festival_name
2025-06-08,BLR-03,Flagship,SKU-013,Flagship,145000,3,435000.0,False,
2025-06-08,BLR-03,Flagship,SKU-016,Mid,15500,6,93000.0,False,
2025-06-08,BLR-03,Flagship,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,BLR-03,Flagship,SKU-026,Mid,32000,1,32000.0,False,
2025-06-08,BLR-03,Flagship,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,BLR-03,Flagship,SKU-030,Mid,40000,2,80000.0,False,
2025-06-08,BLR-03,Flagship,SKU-038,Mid,27000,2,54000.0,False,
2025-06-08,BLR-03,Flagship,SKU-049,Budget,10000,1,10000.0,False,
2025-06-08,BLR-03,Flagship,SKU-050,Budget,10500,1,10500.0,False,
2025-06-08,BLR-03,Flagship,SKU-051,Budget,11000,1,11000.0,False,
2025-06-08,BLR-04,Flagship,SKU-005,Flagship,82000,1,82000.0,False,
2025-06-08,BLR-04,Flagship,SKU-006,Flagship,90000,1,90000.0,False,
2025-06-08,BLR-04,Flagship,SKU-007,Flagship,95000,1,95000.0,False,
2025-06-08,BLR-04,Flagship,SKU-013,Flagship,145000,4,580000.0,False,
2025-06-08,BLR-04,Flagship,SKU-017,Mid,17000,1,17000.0,False,
2025-06-08,BLR-04,Flagship,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,BLR-04,Flagship,SKU-022,Mid,24500,3,73500.0,False,
2025-06-08,BLR-04,Flagship,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,BLR-04,Flagship,SKU-026,Mid,32000,2,64000.0,False,
2025-06-08,BLR-04,Flagship,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,BLR-04,Flagship,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,BLR-04,Flagship,SKU-039,Mid,22000,3,66000.0,False,
2025-06-08,BLR-04,Flagship,SKU-051,Budget,11000,1,11000.0,False,
2025-06-08,BLR-04,Flagship,SKU-052,Budget,11500,1,11500.0,False,
2025-06-08,BLR-05,Flagship,SKU-002,Flagship,62000,1,62000.0,False,
2025-06-08,BLR-05,Flagship,SKU-003,Flagship,68000,2,136000.0,False,
2025-06-08,BLR-05,Flagship,SKU-004,Flagship,75000,2,150000.0,False,
2025-06-08,BLR-05,Flagship,SKU-010,Flagship,125000,2,250000.0,False,
2025-06-08,BLR-05,Flagship,SKU-011,Flagship,135000,3,405000.0,False,
2025-06-08,BLR-05,Flagship,SKU-013,Flagship,145000,1,145000.0,False,
2025-06-08,BLR-05,Flagship,SKU-016,Mid,15500,2,31000.0,False,
2025-06-08,BLR-05,Flagship,SKU-017,Mid,17000,2,34000.0,False,
2025-06-08,BLR-05,Flagship,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,BLR-05,Flagship,SKU-022,Mid,24500,1,24500.0,False,
2025-06-08,BLR-05,Flagship,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,BLR-05,Flagship,SKU-030,Mid,40000,1,40000.0,False,
2025-06-08,BLR-05,Flagship,SKU-037,Mid,33000,1,33000.0,False,
2025-06-08,BLR-05,Flagship,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,BLR-05,Flagship,SKU-039,Mid,22000,2,44000.0,False,
2025-06-08,BLR-05,Flagship,SKU-045,Budget,8000,1,8000.0,False,
2025-06-08,BLR-05,Flagship,SKU-057,Budget,14000,2,28000.0,False,
2025-06-08,BLR-05,Flagship,SKU-058,Budget,14500,2,29000.0,False,
2025-06-08,BLR-06,Flagship,SKU-001,Flagship,55000,1,55000.0,False,
2025-06-08,BLR-06,Flagship,SKU-002,Flagship,62000,3,186000.0,False,
2025-06-08,BLR-06,Flagship,SKU-003,Flagship,68000,3,204000.0,False,
2025-06-08,BLR-06,Flagship,SKU-006,Flagship,90000,1,90000.0,False,
2025-06-08,BLR-06,Flagship,SKU-007,Flagship,95000,1,95000.0,False,
2025-06-08,BLR-06,Flagship,SKU-011,Flagship,135000,1,135000.0,False,
2025-06-08,BLR-06,Flagship,SKU-013,Flagship,145000,2,290000.0,False,
2025-06-08,BLR-06,Flagship,SKU-022,Mid,24500,1,24500.0,False,
2025-06-08,BLR-06,Flagship,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,BLR-06,Flagship,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,BLR-06,Flagship,SKU-037,Mid,33000,1,33000.0,False,
2025-06-08,BLR-06,Flagship,SKU-039,Mid,22000,1,22000.0,False,
2025-06-08,BLR-06,Flagship,SKU-049,Budget,10000,1,10000.0,False,
2025-06-08,BLR-06,Flagship,SKU-051,Budget,11000,1,11000.0,False,
2025-06-08,BLR-06,Flagship,SKU-057,Budget,14000,1,14000.0,False,
2025-06-08,BLR-07,Flagship,SKU-001,Flagship,55000,2,110000.0,False,
2025-06-08,BLR-07,Flagship,SKU-002,Flagship,62000,1,62000.0,False,
2025-06-08,BLR-07,Flagship,SKU-003,Flagship,68000,2,136000.0,False,
2025-06-08,BLR-07,Flagship,SKU-006,Flagship,90000,1,90000.0,False,
2025-06-08,BLR-07,Flagship,SKU-007,Flagship,95000,1,95000.0,False,
2025-06-08,BLR-07,Flagship,SKU-013,Flagship,145000,4,580000.0,False,
2025-06-08,BLR-07,Flagship,SKU-016,Mid,15500,3,46500.0,False,
2025-06-08,BLR-07,Flagship,SKU-020,Mid,21500,5,107500.0,False,
2025-06-08,BLR-07,Flagship,SKU-022,Mid,24500,1,24500.0,False,
2025-06-08,BLR-07,Flagship,SKU-026,Mid,32000,2,64000.0,False,
2025-06-08,BLR-07,Flagship,SKU-030,Mid,40000,1,40000.0,False,
2025-06-08,BLR-07,Flagship,SKU-038,Mid,27000,3,81000.0,False,
2025-06-08,BLR-07,Flagship,SKU-052,Budget,11500,2,23000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-005,Flagship,82000,1,82000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-016,Mid,15500,1,15500.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-029,Mid,38000,3,114000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-038,Mid,27000,4,108000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-039,Mid,22000,1,22000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-041,Budget,6000,3,18000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-045,Budget,8000,1,8000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-049,Budget,10000,2,20000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-050,Budget,10500,1,10500.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-051,Budget,11000,3,33000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-052,Budget,11500,2,23000.0,False,
2025-06-08,BLR-08,Tier2_Hub,SKU-057,Budget,14000,4,56000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-016,Mid,15500,1,15500.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-017,Mid,17000,3,51000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-020,Mid,21500,2,43000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-026,Mid,32000,3,96000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-037,Mid,33000,1,33000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-039,Mid,22000,1,22000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-049,Budget,10000,3,30000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-050,Budget,10500,1,10500.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-052,Budget,11500,1,11500.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-057,Budget,14000,3,42000.0,False,
2025-06-08,T2-H01,Tier2_Hub,SKU-058,Budget,14500,5,72500.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-002,Flagship,62000,1,62000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-006,Flagship,90000,1,90000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-016,Mid,15500,2,31000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-026,Mid,32000,2,64000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-030,Mid,40000,1,40000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-037,Mid,33000,2,66000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-039,Mid,22000,5,110000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-045,Budget,8000,2,16000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-049,Budget,10000,1,10000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-051,Budget,11000,3,33000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-052,Budget,11500,2,23000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-057,Budget,14000,1,14000.0,False,
2025-06-08,T2-H02,Tier2_Hub,SKU-058,Budget,14500,1,14500.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-002,Flagship,62000,1,62000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-013,Flagship,145000,1,145000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-026,Mid,32000,2,64000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-030,Mid,40000,4,160000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-039,Mid,22000,2,44000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-045,Budget,8000,3,24000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-050,Budget,10500,1,10500.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-051,Budget,11000,1,11000.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-052,Budget,11500,1,11500.0,False,
2025-06-08,T2-H03,Tier2_Hub,SKU-057,Budget,14000,4,56000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-004,Flagship,75000,1,75000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-007,Flagship,95000,1,95000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-010,Flagship,125000,1,125000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-016,Mid,15500,3,46500.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-022,Mid,24500,1,24500.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-025,Mid,30000,6,180000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-029,Mid,38000,2,76000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-030,Mid,40000,3,120000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-037,Mid,33000,1,33000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-039,Mid,22000,3,66000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-041,Budget,6000,1,6000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-049,Budget,10000,2,20000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-050,Budget,10500,2,21000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-052,Budget,11500,4,46000.0,False,
2025-06-08,T2-H04,Tier2_Hub,SKU-058,Budget,14500,2,29000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-003,Flagship,68000,1,68000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-006,Flagship,90000,1,90000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-011,Flagship,135000,1,135000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-013,Flagship,145000,1,145000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-016,Mid,15500,1,15500.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-017,Mid,17000,1,17000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-022,Mid,24500,3,73500.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-026,Mid,32000,2,64000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-029,Mid,38000,2,76000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-037,Mid,33000,4,132000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-038,Mid,27000,3,81000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-039,Mid,22000,2,44000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-041,Budget,6000,7,42000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-045,Budget,8000,1,8000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-050,Budget,10500,4,42000.0,False,
2025-06-08,T2-H05,Tier2_Hub,SKU-051,Budget,11000,3,33000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-002,Flagship,62000,1,62000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-016,Mid,15500,1,15500.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-026,Mid,32000,1,32000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-030,Mid,40000,1,40000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-041,Budget,6000,9,54000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-045,Budget,8000,6,48000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-049,Budget,10000,1,10000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-050,Budget,10500,8,84000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-051,Budget,11000,6,66000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-052,Budget,11500,16,184000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-057,Budget,14000,8,112000.0,False,
2025-06-08,T3-V01,Tier3_Volume,SKU-058,Budget,14500,11,159500.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-011,Flagship,135000,1,135000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-026,Mid,32000,1,32000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-041,Budget,6000,1,6000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-045,Budget,8000,1,8000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-049,Budget,10000,2,20000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-050,Budget,10500,4,42000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-051,Budget,11000,8,88000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-052,Budget,11500,12,138000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-057,Budget,14000,6,84000.0,False,
2025-06-08,T3-V02,Tier3_Volume,SKU-058,Budget,14500,5,72500.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-030,Mid,40000,2,80000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-041,Budget,6000,4,24000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-045,Budget,8000,4,32000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-049,Budget,10000,3,30000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-050,Budget,10500,2,21000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-051,Budget,11000,6,66000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-052,Budget,11500,11,126500.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-057,Budget,14000,2,28000.0,False,
2025-06-08,T3-V03,Tier3_Volume,SKU-058,Budget,14500,7,101500.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-039,Mid,22000,1,22000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-041,Budget,6000,6,36000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-045,Budget,8000,4,32000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-049,Budget,10000,9,90000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-050,Budget,10500,7,73500.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-051,Budget,11000,7,77000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-052,Budget,11500,6,69000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-057,Budget,14000,1,14000.0,False,
2025-06-08,T3-V04,Tier3_Volume,SKU-058,Budget,14500,10,145000.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-041,Budget,6000,9,54000.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-045,Budget,8000,4,32000.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-050,Budget,10500,5,52500.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-051,Budget,11000,7,77000.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-052,Budget,11500,8,92000.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-057,Budget,14000,1,14000.0,False,
2025-06-08,T3-V05,Tier3_Volume,SKU-058,Budget,14500,3,43500.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-016,Mid,15500,1,15500.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-017,Mid,17000,1,17000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-029,Mid,38000,1,38000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-041,Budget,6000,12,72000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-045,Budget,8000,4,32000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-049,Budget,10000,3,30000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-050,Budget,10500,7,73500.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-051,Budget,11000,3,33000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-052,Budget,11500,3,34500.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-057,Budget,14000,12,168000.0,False,
2025-06-08,T3-V06,Tier3_Volume,SKU-058,Budget,14500,8,116000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-016,Mid,15500,2,31000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-026,Mid,32000,1,32000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-041,Budget,6000,4,24000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-045,Budget,8000,18,144000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-049,Budget,10000,2,20000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-050,Budget,10500,2,21000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-051,Budget,11000,4,44000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-052,Budget,11500,8,92000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-057,Budget,14000,7,98000.0,False,
2025-06-08,T3-V07,Tier3_Volume,SKU-058,Budget,14500,5,72500.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-037,Mid,33000,1,33000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-038,Mid,27000,1,27000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-041,Budget,6000,7,42000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-045,Budget,8000,3,24000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-049,Budget,10000,9,90000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-050,Budget,10500,11,115500.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-051,Budget,11000,9,99000.0,False,
2025-06-08,T3-V08,Tier3_Volume,SKU-058,Budget,14500,2,29000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-020,Mid,21500,1,21500.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-030,Mid,40000,1,40000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-039,Mid,22000,2,44000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-041,Budget,6000,1,6000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-045,Budget,8000,7,56000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-049,Budget,10000,9,90000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-050,Budget,10500,10,105000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-051,Budget,11000,14,154000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-052,Budget,11500,4,46000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-057,Budget,14000,6,84000.0,False,
2025-06-08,T3-V09,Tier3_Volume,SKU-058,Budget,14500,5,72500.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-039,Mid,22000,3,66000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-041,Budget,6000,14,84000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-045,Budget,8000,3,24000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-049,Budget,10000,5,50000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-050,Budget,10500,6,63000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-051,Budget,11000,5,55000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-052,Budget,11500,5,57500.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-057,Budget,14000,13,182000.0,False,
2025-06-08,T3-V10,Tier3_Volume,SKU-058,Budget,14500,3,43500.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-011,Flagship,135000,1,135000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-016,Mid,15500,1,15500.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-026,Mid,32000,1,32000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-039,Mid,22000,1,22000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-041,Budget,6000,5,30000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-045,Budget,8000,3,24000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-049,Budget,10000,13,130000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-050,Budget,10500,8,84000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-051,Budget,11000,9,99000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-052,Budget,11500,10,115000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-057,Budget,14000,9,126000.0,False,
2025-06-08,T3-V11,Tier3_Volume,SKU-058,Budget,14500,5,72500.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-022,Mid,24500,1,24500.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-025,Mid,30000,1,30000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-030,Mid,40000,1,40000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-039,Mid,22000,1,22000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-041,Budget,6000,3,18000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-045,Budget,8000,7,56000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-049,Budget,10000,6,60000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-050,Budget,10500,1,10500.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-051,Budget,11000,8,88000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-052,Budget,11500,6,69000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-057,Budget,14000,7,98000.0,False,
2025-06-08,T3-V12,Tier3_Volume,SKU-058,Budget,14500,6,87000.0,False,
2025-06-09,BLR-01,Flagship,SKU-002,Flagship,62000,3,186000.0,False,
2025-06-09,BLR-01,Flagship,SKU-005,Flagship,82000,5,410000.0,False,
2025-06-09,BLR-01,Flagship,SKU-006,Flagship,90000,2,180000.0,False,
2025-06-09,BLR-01,Flagship,SKU-007,Flagship,95000,1,95000.0,False,
2025-06-09,BLR-01,Flagship,SKU-010,Flagship,125000,1,125000.0,False,
2025-06-09,BLR-01,Flagship,SKU-013,Flagship,145000,1,145000.0,False,
2025-06-09,BLR-01,Flagship,SKU-016,Mid,15500,1,15500.0,False,
2025-06-09,BLR-01,Flagship,SKU-020,Mid,21500,1,21500.0,False,
2025-06-09,BLR-01,Flagship,SKU-022,Mid,24500,3,73500.0,False,
2025-06-09,BLR-01,Flagship,SKU-025,Mid,30000,2,60000.0,False,
2025-06-09,BLR-01,Flagship,SKU-029,Mid,38000,2,76000.0,False,
2025-06-09,BLR-01,Flagship,SKU-030,Mid,40000,4,160000.0,False,
2025-06-09,BLR-01,Flagship,SKU-038,Mid,27000,1,27000.0,False,
2025-06-09,BLR-01,Flagship,SKU-045,Budget,8000,1,8000.0,False,
2025-06-09,BLR-01,Flagship,SKU-058,Budget,14500,1,14500.0,False,
2025-06-09,BLR-02,Flagship,SKU-002,Flagship,62000,2,124000.0,False,
2025-06-09,BLR-02,Flagship,SKU-003,Flagship,68000,1,68000.0,False,
2025-06-09,BLR-02,Flagship,SKU-010,Flagship,125000,2,250000.0,False,
2025-06-09,BLR-02,Flagship,SKU-013,Flagship,145000,1,145000.0,False,
2025-06-09,BLR-02,Flagship,SKU-022,Mid,24500,1,24500.0,False,
2025-06-09,BLR-02,Flagship,SKU-025,Mid,30000,2,60000.0,False,
2025-06-09,BLR-02,Flagship,SKU-026,Mid,32000,2,64000.0,False,
2025-06-09,BLR-02,Flagship,SKU-029,Mid,38000,1,38000.0,False,
2025-06-09,BLR-02,Flagship,SKU-037,Mid,33000,1,33000.0,False,
2025-06-09,BLR-02,Flagship,SKU-038,Mid,27000,2,54000.0,False,
2025-06-09,BLR-02,Flagship,SKU-039,Mid,22000,1,22000.0,False,
2025-06-09,BLR-02,Flagship,SKU-045,Budget,8000,2,16000.0,False,
2025-06-09,BLR-02,Flagship,SKU-050,Budget,10500,1,10500.0,False,
2025-06-09,BLR-02,Flagship,SKU-051,Budget,11000,1,11000.0,False,
2025-06-09,BLR-02,Flagship,SKU-057,Budget,14000,1,14000.0,False,
2025-06-09,BLR-03,Flagship,SKU-002,Flagship,62000,2,124000.0,False,
2025-06-09,BLR-03,Flagship,SKU-003,Flagship,68000,2,136000.0,False,
2025-06-09,BLR-03,Flagship,SKU-004,Flagship,75000,3,225000.0,False,
2025-06-09,BLR-03,Flagship,SKU-006,Flagship,90000,1,90000.0,False,
2025-06-09,BLR-03,Flagship,SKU-013,Flagship,145000,1,145000.0,False,
